Service Name,Retail Price,Duration,Extra Time,Tax,Description,Category Name,Treatment Type,Resource,Online Booking,Available For,Voucher Sales,Commissions,Service ID
Luxury gel pedicure,60.00,50m,10m blocked time after,Default per location,"The worlds first non toxic, green gel polish!  Free from hormone disrupting chemicals and easy and gentle to remove without damage to you nails.  What's not to love!?",Gel Polish Removal,Gel Nails,Required,Disabled,,Disabled,Enabled,"5,041,906"
Gel polish removal (for polish not applied at La Belle Jolie),25.00,25m,5m blocked time after,Custom per location,This is for gel polish that has not been applied at La Belle Jolie as the removal process is longer and differs to that for our eco polish.,Gel Polish Removal,Manicure,Required,Enabled,Everyone,Disabled,Enabled,"180,910"
Gel polish removal (for polish applied at La Belle Jolie) - Free,0.00,30m,,Default per location,"Please make sure to book this appointment if you have any gel polish left on your nails, even the smallest amount  to allow us the time to remove it.",Gel Polish Removal,Gel Nails,Not required,Enabled,Everyone,Disabled,Enabled,"5,041,910"
Express manicure,30.00,25m,5m blocked time after,Custom per location,A file and polish to make your nails look as good as new.,Hands & Feet,Manicure,Required,Enabled,Everyone,Disabled,Enabled,"180,660"
Classic spa manicure,45.00,40m,5m blocked time after,Custom per location,"This classic manicure includes cuticle work, hand massage and a file and polish leaving your hands hydrated and your nails polished to perfection.",Hands & Feet,Manicure,Required,Enabled,Everyone,Disabled,Enabled,"180,666"
Classic spa pedicure,45.00,40m,5m blocked time after,Custom per location,"The perfect pampering for your feet. Once your feet have soaked in a herbal foot bath your nails are filed and cuticles tidied and our invigorating foot balm leaves you feet feeling refreshed, your pedicure is completed with the Mavala colour of your choice.",Hands & Feet,Pedicure,Required,Enabled,Everyone,Disabled,Enabled,"180,923"
Classic spa manicure - with French polish,45.00,40m,5m blocked time after,Custom per location,"This classic manicure includes cuticle work, hand massage and a file and polish leaving your hands hydrated and your nails polished to perfection with a french manicure.",Hands & Feet,Manicure,Required,Enabled,Everyone,Disabled,Enabled,"180,895"
Luxury spa manicure,55.00,55m,5m blocked time after,Custom per location,"For the ultimate manicure experience this indulgent treatment includes hand exfoliation, a deep hydrating masque and cuticle treatment with heated mittens followed by a hot stone hand and arm massage leaving you with beautifully soft hands. This treatment ends with the application of a Mavala polish in your choice of colour.",Hands & Feet,Manicure,Required,Enabled,Everyone,Disabled,Enabled,"180,896"
Luxury spa pedicure,60.00,1h,,Custom per location,"Perfect for neglected or tired feet, natural AHA's are used specifically target areas of hard skin such as dry and cracked heels, your feet and legs are exfoliated with our luxurious sugar polish and deep moisturising masque is applied before heated bootees help to penetrate the active ingredients. After cuticle work you will receive a soothing hot stone massage with an intensive foot balm after which your nails are polished with a Mavala colour of your choice.",Hands & Feet,Pedicure,Required,Enabled,Everyone,Disabled,Enabled,"180,927"
Luxury spa manicure - with French polish,55.00,55m,10m blocked time after,Custom per location,"For the ultimate manicure experience this indulgent treatment includes hand exfoliation, a deep hydrating masque and cuticle treatment with hot towels and a hand and arm massage leaving you with beautifully soft hands. This treatment ends with a French manicure with Mavala polish.",Hands & Feet,Manicure,Required,Enabled,Everyone,Disabled,Enabled,"180,665"
Restorative hand & nail treatment,45.00,40m,5m blocked time after,Custom per location,"A luxurious hand and arm treatment that focuses on restoring and replenishing tired and damaged skin, nails are shaped and cuticles removed to prepare you for a nourishing mask and heat treatment and restorative massage, all combined with our organic botanical range to create younger looking hands.

NB:
* This treatment does not include nail painting. 
* All our manicures and pedicures are carried out in private rooms.",Hands & Feet,Manicure,Required,Enabled,Everyone,Disabled,Enabled,"180,899"
Restorative foot ritual,45.00,40m,5m blocked time after,Custom per location,"This heavenly ritual has all the benefits of the luxury pedicure with the AHA hard skin treatment, foot and leg exfoliation and hydrating masque but the emphasis of this treatment is on the massage, leaving you with a spring in your step and beautifully soft feet.

Please note that there is no polish in this treatment.",Hands & Feet,Pedicure,Required,Enabled,Everyone,Disabled,Enabled,"180,931"
Swedish Massage - 50 minutes,58.00,50m,10m blocked time after,Default per location,,Massage & Well-Being Therapies,Swedish Massage,Not required,Disabled,,Disabled,Enabled,"6,796,334"
Swedish Massage - 80 minutes,78.00,1h 20m,10m blocked time after,Default per location,,Massage & Well-Being Therapies,Swedish Massage,Not required,Disabled,,Disabled,Enabled,"6,796,334"
Therapeutic massage - 80 minutes,90.00,1h 20m,10m blocked time after,Custom per location,"All our massages begin with a detailed consultation to allow you to choose how you spend the time, what pressure you require and to ascertain areas of pain, discomfort or concern.  We work each muscle group thoroughly and use a variety of massage techniques such as Swedish, myofascial release, lymphatic drainage and deep tissue to create a massage that is unique to your needs.

Treatment time: 1 hr 20 mins",Massage & Well-Being Therapies,Therapeutic Massage,Not required,Enabled,Everyone,Disabled,Enabled,"179,949"
Therapeutic massage - 50 minutes,68.00,50m,10m blocked time after,Custom per location,"All our massages begin with a detailed consultation to allow you to choose how you spend the time, what pressure you require and to ascertain areas of pain, discomfort or concern.  We work each muscle group thoroughly and use a variety of massage techniques such as Swedish, myofascial release, lymphatic drainage and deep tissue to create a massage that is unique to your needs.

Treatment time: 50 mins",Massage & Well-Being Therapies,Therapeutic Massage,Not required,Enabled,Everyone,Disabled,Enabled,"179,950"
Therapeutic massage - 40 minutes,54.00,40m,5m blocked time after,Custom per location,"All our massages begin with a detailed consultation to allow you to choose how you spend the time, what pressure you require and to ascertain areas of pain, discomfort or concern.  We work each muscle group thoroughly and use a variety of massage techniques such as Swedish, myofascial release, lymphatic drainage and deep tissue to create a massage that is unique to your needs.

Treatment time: 45 mins",Massage & Well-Being Therapies,Therapeutic Massage,Not required,Enabled,Everyone,Disabled,Enabled,"179,951"
Therapeutic massage - 25 minutes,38.00,25m,5m blocked time after,Custom per location,"All our massages begin with a detailed consultation to allow you to choose how you spend the time, what pressure you require and to ascertain areas of pain, discomfort or concern.  We work each muscle group thoroughly and use a variety of massage techniques such as Swedish, myofascial release, lymphatic drainage and deep tissue to create a massage that is unique to your needs.

Treatment time: 25 mins",Massage & Well-Being Therapies,Therapeutic Massage,Not required,Enabled,Everyone,Disabled,Enabled,"179,952"
Deep tissue massage - 80 minute,90.00,1h 20m,10m blocked time after,Default per location,"Deep tissue massage is often mistaken as simply a firm pressure massage.  
 
Whilst some of the strokes can feel similar to a firm therapeutic massage, deep tissue massage is used to break down muscle ""knots,"" or adhesions and release painful rigid tissue with long, slow and deep strokes. This invigorating massage is designed to relieve severe tension in muscles and connective tissue.
 
Please note that deep tissue massage is a very specific technique and not simply a firm pressure massage.  If you are not sure which is the best massage for you call us on 020 7018 1209 and we can advise you on the best treatment for you.",Massage & Well-Being Therapies,Deep Tissue Massage,Not required,Enabled,Everyone,Disabled,Enabled,"4,398,619"
Deep tissue massage - 50 minute,68.00,50m,10m blocked time after,Custom per location,"Deep tissue massage is often mistaken as simply a firm pressure massage.  
 
Whilst some of the strokes can feel similar to a firm therapeutic massage, deep tissue massage is used to break down muscle ""knots,"" or adhesions and release painful rigid tissue with long, slow and deep strokes. This invigorating massage is designed to relieve severe tension in muscles and connective tissue.
 
Please note that deep tissue massage is a very specific technique and not simply a firm pressure massage.  If you are not sure which is the best massage for you call us on 020 7018 1209 and we can advise you on the best treatment for you.",Massage & Well-Being Therapies,Deep Tissue Massage,Not required,Enabled,Everyone,Disabled,Enabled,"180,612"
Back massage when added to a facial,34.00,25m,5m blocked time after,Custom per location,"All our massages begin with a detailed consultation to allow you to choose how you spend the time, what pressure you require and to ascertain areas of pain, discomfort or concern.  We work each muscle group thoroughly and use a variety of massage techniques such as Swedish, myofascial release, lymphatic drainage and deep tissue to create a massage that is unique to your needs.

Treatment time: 25 mins",Massage & Well-Being Therapies,Therapeutic Massage,Not required,Enabled,Everyone,Disabled,Enabled,"289,408"
CBD sleep massage - 80 min,110.00,1h 20m,10m blocked time after,Default per location,We use traditional neuro-muscular massage techniques often used in Aromatherapy to assist the transit of essential oils in to the body combined with traditional Swedish massage to create a deeply relaxing massage.,Massage & Well-Being Therapies,Swedish Massage,Not required,Enabled,Everyone,Disabled,Enabled,"4,782,667"
CBD sleep massage - 50 min,88.00,50m,10m blocked time after,Default per location,We use traditional neuro-muscular massage techniques often used in Aromatherapy to assist the transit of essential oils in to the body combined with traditional Swedish massage to create a deeply relaxing massage.,Massage & Well-Being Therapies,Swedish Massage,Not required,Enabled,Everyone,Disabled,Enabled,"4,783,039"
CBD Joint & muscle ease massage - 80 min,110.00,1h 20m,10m blocked time after,Default per location,Using traditional massage techniques and mobilisation movements this massage is designed to create a feeling of ease within muscles and joints with a target CBD treatment for areas of discomfort.,Massage & Well-Being Therapies,Swedish Massage,Not required,Enabled,Everyone,Disabled,Enabled,"4,783,813"
CBD Joint & muscle ease massage - 50 min,88.00,50m,10m blocked time after,Default per location,Using traditional massage techniques and mobilisation movements this massage is designed to create a feeling of ease within muscles and joints with a target CBD treatment for areas of discomfort.,Massage & Well-Being Therapies,Swedish Massage,Not required,Enabled,Everyone,Disabled,Enabled,"4,783,817"
CBD hot stone massage - 80 min,110.00,1h 20m,10m blocked time after,Default per location,"Two powerfully relaxing treatments are combined to create an experience that releases tension from tight, aching muscles and calms the sympathetic nervous system.",Massage & Well-Being Therapies,Hot Stone Massage,Not required,Enabled,Everyone,Disabled,Enabled,"4,783,823"
CBD hot stone massage - 50 min,88.00,50m,10m blocked time after,Default per location,"Two powerfully relaxing treatments are combined to create an experience that releases tension from tight, aching muscles and calms the sympathetic nervous system.",Massage & Well-Being Therapies,Hot Stone Massage,Not required,Enabled,Everyone,Disabled,Enabled,"4,783,828"
Indian head massage,38.00,25m,5m blocked time after,Custom per location,"This intensely calming and relaxing massage covers the head, neck, scalp and shoulders to soothe away stress and bring about a sense of calm and relaxation.

Our Indian head massage is performed on a massage bed and not sitting up in a chair to allow you to fully relax during your treatment.

Treatment time 25 mins",Massage & Well-Being Therapies,Head Massage,Not required,Enabled,Everyone,Disabled,Enabled,"180,618"
Hot stone massage - 80 minutes,96.00,1h 20m,10m blocked time after,Custom per location,"This deeply soothing treatment is focused on deep relaxation and relieving muscle tension. Cocooned on a heated massage couch, this full body massage uses long, slow, penetrative techniques to subtly remove any tension. The heat of the stones penetrates to a deeper level than hands alone, relieving aching muscles and joints. Hot Stones are also placed on points around the body to bring balance and harmony, taking you to a deeper level of relaxation.

Treatment time: 1 hr 20 mins",Massage & Well-Being Therapies,Hot Stone Massage,Required,Enabled,Everyone,Disabled,Enabled,"180,625"
Hot stone massage - 65 minutes,84.00,1h 5m,10m blocked time after,Custom per location,"This deeply soothing treatment is focused on deep relaxation and relieving muscle tension. Cocooned on a heated massage couch, this full body massage uses long, slow, penetrative techniques to subtly remove any tension. The heat of the stones penetrates to a deeper level than hands alone, relieving aching muscles and joints. Hot Stones are also placed on points around the body to bring balance and harmony, taking you to a deeper level of relaxation.

Treatment time:  1 hr 5 mins",Massage & Well-Being Therapies,Hot Stone Massage,Not required,Enabled,Everyone,Disabled,Enabled,"180,631"
Hot Stone Massage - 35 minutes,57.00,35m,10m blocked time after,Default per location,"This deeply soothing treatment is focused on deep relaxation and relieving muscle tension. Cocooned on a heated massage couch, this full body massage uses long, slow, penetrative techniques to subtly remove any tension. The heat of the stones penetrates to a deeper level than hands alone, relieving aching muscles and joints. Hot Stones are also placed on points around the body to bring balance and harmony, taking you to a deeper level of relaxation.

Treatment time: 35 mins",Massage & Well-Being Therapies,Hot Stone Massage,Not required,Enabled,Everyone,Disabled,Enabled,"9,788,097"
Aromatherapy,68.00,1h 10m,5m blocked time after,Custom per location,"The fusion of eastern and western massage techniques are combined with the powerful therapeutic abilities of essential oils extracted from plants, herbs, flowers, barks and fruits which are selected specially to suit your needs to create a soothing and healing treatment. All appointments used pre-blended oil, however, personalised blends can be requested from our in house formulator this will need to requested 24 hours prior to your appointment. 

Treatment time: 1 hr 10 mins",Massage & Well-Being Therapies,Aromatherapy Massage,Not required,Enabled,Everyone,Disabled,Enabled,"180,652"
Reflexology,75.00,1h 5m,10m blocked time after,Custom per location,"Reflexology has been practised for several thousands of years and is known to have been practised in a similar manner by both the Chinese and the Egyptians and it has now become a recognised and respected complementary therapy.

It is not a ""cure all"" treatment but many disorders can be regulated and have been successfully treated by reflexology such as migraine, sinus problems, hormonal imbalances, breathing disorders, digestive problems, back problems, tension and stress and is a deeply relaxing treatment to receive.

Reflex points on the soles of the feet are gently stimulated and massaged to trigger the release of endorphins and to restore the bodies balance and harmony.

N.B. To avoid disappointment we apologise but we are unable to treat clients with an existing outbreak of athletes foot, verrucae or any other contagious condition until it is fully cleared.

Treatment time: 55 mins",Massage & Well-Being Therapies,Reflexology,Not required,Enabled,Everyone,Disabled,Enabled,"180,646"
Mother & baby - back massage,45.00,40m,5m blocked time after,Default per location,,Mother & Baby,Therapeutic Massage,Not required,Disabled,,Disabled,Enabled,"4,266,190"
Mother & baby - full body massage,70.00,1h 5m,10m blocked time after,Default per location,,Mother & Baby,Therapeutic Massage,Required,Disabled,,Disabled,Enabled,"4,266,195"
Mother & baby - Indian head massage,34.00,25m,5m blocked time after,Default per location,,Mother & Baby,Head Massage,Required,Disabled,,Disabled,Enabled,"4,266,203"
Mother & baby - top & tail package,58.00,50m,10m blocked time after,Default per location,"A luxuriously relaxing combination of Indian head massage and an acupressure foot massage, designed to support you and baby together so you can choose to either to have baby in a carry cot/chair next to you or to nurse baby during the treatment. Our couches are heated and we have warm blankets so should you choose some skin to skin time with baby you will both be snug as bugs!.",Mother & Baby,Therapeutic Massage,Required,Disabled,,Disabled,Enabled,"4,266,211"
Mother & baby - prescription facial,58.00,55m,5m blocked time after,Default per location,,Mother & Baby,Facial,Required,Disabled,,Disabled,Enabled,"4,266,288"
Mother & baby - signature facial,82.00,1h 20m,10m blocked time after,Default per location,,Mother & Baby,Facial,Required,Disabled,,Disabled,Enabled,"4,266,330"
Mummy manicure,45.00,40m,5m blocked time after,Default per location,,Mother & Baby,Manicure,Required,Disabled,,Disabled,Enabled,"4,266,336"
Mummy pedicure,60.00,1h,,Default per location,,Mother & Baby,Pedicure,Required,Disabled,,Disabled,Enabled,"4,266,342"
Mummy mani pedi,100.00,1h 40m,5m blocked time after,Default per location,,Mother & Baby,Manicure,Required,Disabled,,Disabled,Enabled,"4,266,357"
Mummy nail rescue manicure,42.00,40m,5m blocked time after,Default per location,,Mother & Baby,Manicure,Required,Disabled,,Disabled,Enabled,"4,266,363"
Mummy brow shape,13.00,15m,,Default per location,,Mother & Baby,Eyebrow Shaping,Required,Disabled,,Disabled,Enabled,"4,266,372"
Mummy brow tint,14.00,15m,,Default per location,PLEASE NOTE A PATCH TEST IS REQUIRED 48 HOURS BEFORE YOUR APPOINTMENT FOR NEW CLIENTS TO THE SALON OR YOUR FIRST TINT AT LA BELLE JOLIE.,Mother & Baby,Eyelash Tinting,Required,Disabled,,Disabled,Enabled,"4,266,379"
Mummy brow shape & tint,25.00,25m,5m blocked time after,Default per location,PLEASE NOTE A PATCH TEST IS REQUIRED 48 HOURS BEFORE YOUR APPOINTMENT FOR NEW CLIENTS TO THE SALON OR YOUR FIRST TINT AT LA BELLE JOLIE.,Mother & Baby,Eyebrow Shaping,Required,Disabled,,Disabled,Enabled,"4,266,389"
Balancing body massage,65.00,1h 5m,10m blocked time after,Default per location,,Oncology Care Treatments,Therapeutic Massage,Not required,Disabled,,Disabled,Enabled,"6,836,218"
Balancing body massage,78.00,1h 20m,10m blocked time after,Default per location,,Oncology Care Treatments,Therapeutic Massage,Not required,Disabled,,Disabled,Enabled,"6,836,218"
Glowing facial treatment,60.00,55m,10m blocked time after,Default per location,,Oncology Care Treatments,Facial,Not required,Enabled,Everyone,Disabled,Enabled,"6,836,370"
Specialist hand and arm ritual,60.00,55m,10m blocked time after,Default per location,,Oncology Care Treatments,Manicure,Not required,Enabled,Everyone,Disabled,Enabled,"6,836,378"
Specialist foot & leg ritual,60.00,55m,10m blocked time after,Default per location,,Oncology Care Treatments,Pedicure,Not required,Enabled,Everyone,Disabled,Enabled,"6,836,373"
Renew,90.00,1h 5m,10m blocked time after,Default per location,"This fantastic treat is the perfect pick-me-up, a full body scrub is followed by a de-stress facial which includes our signature facial massage and is then followed by a therapeutic back massage, you may never want to leave.",Packages,Facial,Not required,Enabled,Everyone,Disabled,Enabled,"4,350,844"
Restore,77.00,1h 15m,,Default per location,"Feel the stress evaporate as our experienced massage therapists ease away muscle tension and the worries of day to day life with our Renew package a blissful Indian Head massage, therapeutic back massage and acupressure foot & leg massage all guaranteed to leave you on cloud nine.",Packages,Therapeutic Massage,Not required,Enabled,Everyone,Disabled,Enabled,"4,350,839"
Relax,94.00,1h 20m,10m blocked time after,Default per location,"This beautifully relaxing escape begins with our coconut and lime back scrub and therapeutic back massage, we then gently flow in to our de-stress facial which in includes our signature facial massage and acupressure foot massage. Guaranteed to leave you floating on air!.",Packages,Therapeutic Massage,Not required,Enabled,Everyone,Disabled,Enabled,"4,350,858"
Refresh,112.00,1h 45m,,Default per location,"Need a new you?, this top to toe reboot is the perfect answer.  Our restorative hand and foot rituals are topped off with a de-stress facial perfect preparation to face with week ahead.",Packages,Manicure,Not required,Enabled,Everyone,Disabled,Enabled,"4,350,853"
Revive,170.00,2h 15m,,Default per location,"If you're looking to escape from the world and switch off completely, then our Revive package is the answer, scrub away your worries with our coconut and lime full body scrub then indulge your senses with a marine spa body wrap to restore and remineralise you skin, whilst the wrap is working its magic an Indian head massage ease away tension and stress to get you ready for a full body therapeutic massage.",Packages,Therapeutic Massage,Not required,Enabled,Everyone,Disabled,Enabled,"4,350,835"
Summer holiday,190.00,3h,,Default per location,"For a top to toe experience this is a full leg wax, bikini wax of your choice, underarm wax and eyebrow shape all topped of with a classic manicure and pedicure. The perfect holiday preparation.",Packages,Arm Waxing,Not required,Enabled,Females only,Disabled,Enabled,"4,350,829"
Pre & post natal consultation - Free,0.00,15m,,Default per location,"Even if you have carried out a consultation with the salon already you will need to carry a new consultation for any pre or post natal treatments to ensure you are receiving the correct care.

Appointment time: 15 mins",Pregnancy & Post Natal Treatments,Skin Consultation,Required,Enabled,Everyone,Disabled,Disabled,"2,589,792"
Pregnancy massage - 65 mins (12 - 25 weeks),82.00,1h 5m,10m blocked time after,Custom per location,"Pre-natal massage shares many of the goals of regular massage ­– to relax tense muscles, ease sore spots and  improve circulation and  mobility.
 
The treatment is tailored specifically to your needs, with specialist supports which enable you to lie on your front up to 25 weeks and can be changed to suit changing bodies.",Pregnancy & Post Natal Treatments,Prenatal Massage,Not required,Enabled,Everyone,Disabled,Enabled,"344,796"
Pregnancy massage - 65 mins  (26 - 42 weeks),82.00,1h 5m,10m blocked time after,Custom per location,"Pre-natal massage shares many of the goals of regular massage ­– to relax tense muscles, ease sore spots and  improve circulation and  mobility.
 
The treatment is tailored specifically to your needs, with specialist supports which enable you to lie on your front up to 25 weeks and can be changed to suit changing bodies.",Pregnancy & Post Natal Treatments,Prenatal Massage,Not required,Enabled,Everyone,Disabled,Enabled,"344,798"
Pregnancy massage - 80 mins (12 - 25 weeks),94.00,1h 20m,10m blocked time after,Custom per location,"Pre-natal massage shares many of the goals of regular massage ­– to relax tense muscles, ease sore spots and  improve circulation and  mobility.
 
The treatment is tailored specifically to your needs, with specialist supports which enable you to lie on your front up to 25 weeks and can be changed to suit changing bodies.",Pregnancy & Post Natal Treatments,Prenatal Massage,Required,Enabled,Everyone,Disabled,Enabled,"945,536"
Pregnancy massage - 80 mins  (26 - 42 weeks),94.00,1h 20m,10m blocked time after,Custom per location,"Pre-natal massage shares many of the goals of regular massage ­– to relax tense muscles, ease sore spots, improve circulation and mobility, and just make you feel good.  It's also tailored specifically to the needs of pregnant women and their changing bodies, and therapists who are trained in prenatal massage adjust their techniques accordingly. 

Treatment time: 80 minutes",Pregnancy & Post Natal Treatments,Prenatal Massage,Required,Enabled,Everyone,Disabled,Enabled,"945,540"
"Pregnancy Massage (12-25 weeks) Back, Neck & Shoulders",56.00,35m,10m blocked time after,Custom per location,"Pre-natal massage shares many of the goals of regular massage ­– to relax tense muscles, ease sore spots and  improve circulation and  mobility.
 
The treatment is tailored specifically to your needs, with specialist supports which enable you to lie on your front up to 25 weeks and can be changed to suit changing bodies.

Treatment time: 35 mins",Pregnancy & Post Natal Treatments,Back Massage,Required,Enabled,Everyone,Disabled,Enabled,"945,544"
"Pregnancy Massage (26-42 weeks) Back, Neck & Shoulders",56.00,35m,10m blocked time after,Custom per location,"Pre-natal massage shares many of the goals of regular massage ­– to relax tense muscles, ease sore spots, improve circulation and mobility, and just make you feel good. It's also tailored specifically to the needs of pregnant women and their changing bodies, and therapists who are trained in prenatal massage adjust their techniques accordingly. 

Treatment time: 35 minutes",Pregnancy & Post Natal Treatments,Back Massage,Required,Enabled,Females only,Disabled,Enabled,"760,665"
Pregnancy facial (12-25 weeks),65.00,1h 5m,10m blocked time after,Default per location,"As well as the multitude of changes your body is going through during this time, there can often be changes in your skin such as acne breakouts and pigmentation changes. Our gentle pre-natal facials are performed with our natural organic products from the Eminence skincare range and are designed to gently support and nurture your skin through this time. Every facial includes a thorough consultation and assessment to ensure that you receive the perfect treatment on every visit. We also adapt our treatment couches to ensure that you are in the safest anatomical positions for each stage of your pregnancy. 

Treatment time: 65 minutes",Pregnancy & Post Natal Treatments,Facial,Not required,Enabled,Everyone,Disabled,Enabled,"2,589,801"
Pregnancy facial (26-42 weeks),65.00,1h 5m,10m blocked time after,Default per location,"As well as the multitude of changes your body is going through during this time, there can often be changes in your skin such as acne breakouts and pigmentation changes. Our gentle pre-natal facials are performed with our natural organic products from the Eminence skincare range and are designed to gently support and nurture your skin through this time. Every facial includes a thorough consultation and assessment to ensure that you receive the perfect treatment on every visit. We also adapt our treatment couches to ensure that you are in the safest anatomical positions for each stage of your pregnancy. 

Treatment time: 65 minutes",Pregnancy & Post Natal Treatments,Facial,Not required,Enabled,Everyone,Disabled,Enabled,"2,589,809"
Pregnancy pick-me-up,64.00,50m,10m blocked time after,Default per location,"You asked and we listened, this treatment combination was requested by a mum to be and we think it's perfect. A pre-natal back neck and shoulder massage followed by a de-stress facial. The perfect treat for a mum to be!.

Treatment time: 50 mins",Pregnancy & Post Natal Treatments,Prenatal Massage,Not required,Enabled,Everyone,Disabled,Enabled,"2,590,668"
Top & tail pregnancy package,64.00,50m,10m blocked time after,Default per location,"This perfect pick-me-up, starts with an Indian head massage which soothes away tension in the scalp, head, neck, shoulders and arms,  combined with a foot and leg ritual to ease tired feet and swollen ankles. Leaving you walking on air and ready to face the world.

Treatment time: 50 mins",Pregnancy & Post Natal Treatments,Prenatal Massage,Not required,Enabled,Everyone,Disabled,Enabled,"2,590,744"
Call the midwife,110.00,1h 40m,5m blocked time after,Default per location,"This is the perfect preparation for the delivery room, a 1/2 leg wax, a regular or extended bikini wax* and a pre-natal, luxury pedicure. * Both beauty therapists and midwives recommend avoiding Brazilian and Hollywood waxing at this time.

Treatment time: 1 hr 40 mins",Pregnancy & Post Natal Treatments,Prenatal Massage,Not required,Enabled,Everyone,Disabled,Enabled,"2,689,520"
Blooming lovely,110.00,1h 40m,5m blocked time after,Default per location,"Our ultimate pregnancy pamper package, three blissful treatments begin with our soothing foot ritual, designed to reduce swollen ankles and and work tension out of tired aching feet and legs, followed with a pregnancy back massage to ease away your aches and pains and completed with a mother to be de-stress facial. We suggest leaving strong hints about this one for gift ideas!.

Treatment time: 1 hr 40 mins",Pregnancy & Post Natal Treatments,Prenatal Massage,Not required,Enabled,Everyone,Disabled,Enabled,"2,689,598"
Post-natal massage,82.00,1h 5m,10m blocked time after,Default per location,"We have created a special post-natal massage for new mums to ensure that we care for you every step of the way throughout your post natal care. We have special supports that cradle the ever changing shape your body in complete comfort and our specially adapted massage ensures that your body has an experience unique to you on every visit. 

Only suitable from 8 weeks post-partum, after your final midwife check-up or 6 months after a caeserean.

Treatment time: 1 hr 5 mins",Pregnancy & Post Natal Treatments,Prenatal Massage,Required,Enabled,Everyone,Disabled,Enabled,"2,352,067"
Pre/post natal reflexology,75.00,1h 5m,10m blocked time after,Custom per location,"Many expectant mothers find reflexology helps a range of symptoms, from aches and pains and swollen ankles, to tiredness and anxiety. It is also a very non invasive way to relax if the thought of a full body massage is too much.",Pregnancy & Post Natal Treatments,Reflexology,Not required,Disabled,,Disabled,Enabled,"999,846"
Brazilian wax +,50.00,40m,5m blocked time after,Custom per location,"This appointment is for your first treatment at the salon or if it is over 8 weeks since your last wax with us, as we have allowed for extra time for a longer or coarser hair growth. 

A Brazilian wax leaves some hair at the front - you can choose how much or how little you prefer and everything else is removed (a Hollywood removes everything!). At La Belle Jolie all our Brazilian and Hollywood waxing is carried out with hot wax which offers a less painful experience allowing skin to return to normal almost immediately after treatment. 

Treatment time: 45 minutes",Intimate Waxing - Women Only,Brazilian Waxing,Not required,Enabled,Females only,Disabled,Enabled,"179,817"
Brazilian wax + (when added to any leg wax),45.00,25m,5m blocked time after,Custom per location,"This appointment is for your first treatment or if it is over 8 weeks since your last wax at La Belle jolie, as we have allowed for extra time for a longer hair growth.

This treatment is discounted when booked with any leg wax (the treatments must be booked together and cannot occur on separate days).",Intimate Waxing - Women Only,Leg Waxing,Not required,Enabled,Females only,Disabled,Enabled,"179,840"
Brazilian wax -,45.00,25m,5m blocked time after,Custom per location,"This appointment is for regular waxers at La Belle Jolie who have 8 weeks or less of growth as the treatment time is shorter.

A Brazilian wax leaves some hair at the front - you can choose how much or how little your prefer, and everything else is removed (a Hollywood removes everything!). 

You can discuss you preferences with your therapist prior to your treatment as both take exactly the same time to perform. 

At La Belle Jolie all our Brazilian and Hollywood waxing is carried out with hot wax which offers a less painful experience allowing skin to return to normal almost immediately after treatment.

Treatment time: 30 minutes

We regret but we do not apply this discount for services you have received at other salons.",Intimate Waxing - Women Only,Brazilian Waxing,Not required,Enabled,Females only,Disabled,Enabled,"179,824"
Brazilian wax - (when added to any leg wax),42.00,25m,5m blocked time after,Custom per location,"This appointment is for regular waxers at La Belle Jolie who has 8 weeks or less of growth as the treatment time is shorter.

This treatment is discounted when booking together with any leg wax (the treatments must be booked together and cannot occur on separate days).

We regret but we do not apply this discount for services you have received at other salons.",Intimate Waxing - Women Only,Leg Waxing,Not required,Enabled,Females only,Disabled,Enabled,"179,855"
Hollywood wax +,50.00,40m,5m blocked time after,Custom per location,"This appointment is for your first treatment at the salon or if it is over 8 weeks since your last wax with us, as we have allowed for extra time for a longer or coarser hair growth.

A Hollywood wax removes everything!.  At La Belle Jolie all our Brazilian and Hollywood waxing is carried out with hot wax which offers a less painful experience allowing skin to return to normal almost immediately after treatment. 

Treatment time: 45 minutes",Intimate Waxing - Women Only,Hollywood Waxing,Not required,Enabled,Females only,Disabled,Enabled,"179,819"
Hollywood wax + (when added to any leg wax),45.00,25m,5m blocked time after,Custom per location,"This appointment is for your first treatment at La Belle Jolie or if it is over 8 weeks since your last wax, as we have allowed for extra time for a longer hair growth.  

This treatment is discounted when booked together with any leg wax (the treatments must be booked together and cannot occur on separate days).",Intimate Waxing - Women Only,Leg Waxing,Not required,Enabled,Females only,Disabled,Enabled,"179,843"
Hollywood wax -,45.00,25m,5m blocked time after,Custom per location,"This appointment is for regular waxers at La Belle Jolie who have 8 weeks or less of growth as the treatment time is shorter.

A Hollywood removes everything! At La Belle Jolie all our Brazilian and Hollywood waxing is carried out with hot wax which offers a less painful experience allowing skin to return to normal almost immediately after treatment.

Treatment time: 30 minutes

We regret but we do not apply this discount for services you have received at other salons.",Intimate Waxing - Women Only,Hollywood Waxing,Not required,Enabled,Females only,Disabled,Enabled,"179,826"
